scene_id,im_id,obj_id,score,R,t,time
1,218,1,1.0,0.40746524930000305 0.8987219333648682 -0.1620834469795227 0.8941020369529724 -0.42872825264930725 -0.12951306998729706 -0.18588599562644958 -0.09214706718921661 -0.978240966796875,-5.30930757522583 6.114287853240967 96.75706481933594,0.1153523639892228
1,222,1,1.0,0.41506704688072205 0.9051459431648254 -0.09181608259677887 0.8878796100616455 -0.4250178933143616 -0.17615215480327606 -0.19846685230731964 -0.008406666107475758 -0.9800716042518616,-5.1729912757873535 6.304636001586914 98.45276641845703,0.11384726000833326
1,223,1,1.0,0.41904500126838684 0.9038864374160767 -0.08596824109554291 0.8839247226715088 -0.42776060104370117 -0.1889391392469406 -0.20755337178707123 0.003184550441801548 -0.9782184958457947,-5.56996488571167 6.7079925537109375 99.34233093261719,0.11397517599980347
1,224,1,1.0,0.42042821645736694 0.9039519429206848 -0.07817291468381882 0.8840929865837097 -0.42751169204711914 -0.1887151151895523 -0.2040092498064041 0.010229040868580341 -0.9789155125617981,-5.196516513824463 6.468472957611084 99.29895782470703,0.11366562300245278
1,225,1,1.0,0.4205794036388397 0.9041590094566345 -0.07489529252052307 0.8845298290252686 -0.4270057678222656 -0.18781094253063202 -0.20179171860218048 0.012742291204631329 -0.9793455004692078,-4.776667594909668 6.256321907043457 98.50943756103516,0.11424329201108777
1,226,1,1.0,0.41968441009521484 0.9060556888580322 -0.05411166325211525 0.8842015266418457 -0.4215748608112335 -0.20115232467651367 -0.20506732165813446 0.03657488524913788 -0.978064239025116,-4.376621723175049 6.1668596267700195 97.95637512207031,0.1146999370190315
1,227,1,1.0,0.4203205704689026 0.9063303470611572 -0.043542470782995224 0.8843526244163513 -0.4199250042438507 -0.20392021536827087 -0.20310364663600922 0.047204963862895966 -0.9780187010765076,-4.2545294761657715 6.208933353424072 97.91207885742188,0.11365746802184731
1,228,1,1.0,0.41274237632751465 0.9096245169639587 -0.04718800261616707 0.8874328136444092 -0.4132632613182068 -0.20414778590202332 -0.20519892871379852 0.04238425940275192 -0.977802038192749,-4.250180244445801 6.299981117248535 97.98197174072266,0.1138094490102958
1,229,1,1.0,0.4241848587989807 0.9043894410133362 -0.04633590951561928 0.8794577717781067 -0.42361128330230713 -0.21704266965389252 -0.21591952443122864 0.05131573975086212 -0.9750617742538452,-3.827829122543335 6.277281284332275 98.33499145507812,0.11316099899122492
1,230,1,1.0,0.4294959306716919 0.9020399451255798 -0.0430939719080925 0.8772655129432678 -0.42807433009147644 -0.21715795993804932 -0.21433259546756744 0.055463604629039764 -0.9751847386360168,-2.7852604389190674 6.052408695220947 98.90162658691406,0.11312409102683887
1,231,1,1.0,0.4135838747024536 0.9100505709648132 -0.02750335820019245 0.8845515847206116 -0.4087845981121063 -0.22464124858379364 -0.21567784249782562 0.06857986003160477 -0.9740532636642456,-1.618849754333496 5.750216960906982 98.79548645019531,0.11428969801054337
1,232,1,1.0,0.40737420320510864 0.9130407571792603 -0.020068908110260963 0.8865037560462952 -0.40062350034713745 -0.2315422147512436 -0.2194475531578064 0.07653316855430603 -0.9726178646087646,-0.8362618684768677 5.6125030517578125 98.55876159667969,0.11404153803014197
1,233,1,1.0,0.4061180353164673 0.9135262370109558 -0.023193050175905228 0.8863844275474548 -0.39997047185897827 -0.23312285542488098 -0.2222403883934021 0.07411744445562363 -0.9721706509590149,-0.4322134852409363 5.452361583709717 97.98374938964844,0.11373386001796462
1,234,1,1.0,0.40418097376823425 0.914080798625946 -0.03307382017374039 0.8877587914466858 -0.40073683857917786 -0.22648228704929352 -0.22027699649333954 0.06217825785279274 -0.9734536409378052,0.18996179103851318 5.368228912353516 97.94222259521484,0.11366593298735098
1,235,1,1.0,0.40578821301460266 0.9131575226783752 -0.03846275433897972 0.8867931962013245 -0.4035601019859314 -0.22524893283843994 -0.22120977938175201 0.057294849306344986 -0.973541796207428,0.07251491397619247 5.76213264465332 99.09932708740234,0.1141617100161966
1,236,1,1.0,0.4071560204029083 0.9128744006156921 -0.029738621786236763 0.8870790004730225 -0.40298566222190857 -0.22515210509300232 -0.2175198346376419 0.06529153138399124 -0.9738697409629822,-0.12452199310064316 5.95808219909668 99.27505493164062,0.1135569220292382
1,237,1,1.0,0.4091988801956177 0.9119129180908203 -0.03116290457546711 0.8865330815315247 -0.4054277539253235 -0.22290652990341187 -0.21590563654899597 0.06358616054058075 -0.974341630935669,-0.2691441476345062 6.013494491577148 98.58023834228516,0.11367968798149378
1,238,1,1.0,0.40737926959991455 0.9124631881713867 -0.038120221346616745 0.888653576374054 -0.40568187832832336 -0.21381519734859467 -0.21056316792964935 0.05322821065783501 -0.9761300683021545,0.09685517102479935 5.484148025512695 95.26715850830078,0.11332299000932836
1,239,1,1.0,0.4067472219467163 0.9124451875686646 -0.04472653940320015 0.8886256814002991 -0.406535804271698 -0.21230420470237732 -0.21189889311790466 0.04660899192094803 -0.9761794805526733,0.39099180698394775 5.10669469833374 93.98091125488281,0.11415584000642412
1,240,1,1.0,0.4075733721256256 0.9121118783950806 -0.04399780556559563 0.8877040147781372 -0.4070456922054291 -0.2151636779308319 -0.21416248381137848 0.048637956380844116 -0.9755863547325134,0.9806067943572998 4.809848308563232 93.58549499511719,0.1134584489860572
1,241,1,1.0,0.40585601329803467 0.9127835631370544 -0.045902639627456665 0.8885783553123474 -0.4058460593223572 -0.21381665766239166 -0.21379773318767548 0.04599069058895111 -0.9757947325706482,1.7937161922454834 4.530666351318359 93.70821380615234,0.11351839001290501
1,242,1,1.0,0.4060277044773102 0.9124120473861694 -0.05143680423498154 0.8880215883255005 -0.40721166133880615 -0.21353308856487274 -0.21577583253383636 0.041023362427949905 -0.9755807518959045,2.538606882095337 4.4629998207092285 94.64983367919922,0.11438694799435326
1,243,1,1.0,0.40830397605895996 0.9112173914909363 -0.05450436845421791 0.8871244192123413 -0.41016510128974915 -0.21160060167312622 -0.21516992151737213 0.038045212626457214 -0.9758352637290955,2.2466347217559814 4.719420433044434 95.0601577758789,0.11450738002313302
1,244,1,1.0,0.40630507469177246 0.9108632802963257 -0.07241685688495636 0.8881949782371521 -0.4123128652572632 -0.20275044441223145 -0.21453632414340973 0.01805824413895607 -0.9765490889549255,1.2988815307617188 5.43403959274292 94.79267120361328,0.1134623270132579
1,245,1,1.0,0.4122762978076935 0.9090510606765747 -0.06044987216591835 0.8861059546470642 -0.4155234396457672 -0.2053205370903015 -0.21176522970199585 0.031083807349205017 -0.9768260717391968,-0.03551856428384781 6.340692520141602 94.92639923095703,0.11360136296716519
1,246,1,1.0,0.4129251539707184 0.9082788825035095 -0.06724853068590164 0.8863712549209595 -0.417743057012558 -0.1995917558670044 -0.20937760174274445 0.022809287533164024 -0.9775687456130981,-1.828993320465088 7.335122585296631 93.47412109375,0.1135740030091256
1,247,1,1.0,0.4165326654911041 0.906607985496521 -0.06754651665687561 0.8844680786132812 -0.42130258679389954 -0.2005501389503479 -0.21027787029743195 0.023792946711182594 -0.9773520827293396,-2.551405906677246 7.7469563484191895 92.95801544189453,0.11411740799085238
1,248,1,1.0,0.4169960618019104 0.9060991406440735 -0.07140392810106277 0.8852365016937256 -0.42269307374954224 -0.1941310316324234 -0.20608392357826233 0.01774250902235508 -0.9783734083175659,-3.3515639305114746 8.222275733947754 92.87271118164062,0.1138412079832051
1,249,1,1.0,0.4133521020412445 0.9067946076393127 -0.0828467532992363 0.8866678476333618 -0.42154181003570557 -0.19005946815013885 -0.20726828277111053 0.005103933159261942 -0.9782708287239075,-4.184080600738525 8.886183738708496 93.29273223876953,0.11349789195228369
1,250,1,1.0,0.413293719291687 0.9064409732818604 -0.08690839260816574 0.8863529562950134 -0.42233023047447205 -0.18977779150009155 -0.2087264060974121 0.0014024658594280481 -0.9779731035232544,-4.512847900390625 9.087230682373047 93.17063903808594,0.11419839900336229
1,251,1,1.0,0.4138163626194 0.9062531590461731 -0.08637849986553192 0.886012077331543 -0.4227291941642761 -0.19047968089580536 -0.20913751423358917 0.0022912141866981983 -0.9778835773468018,-4.580994606018066 9.107559204101562 93.11956024169922,0.11373988101840951
1,252,1,1.0,0.4130411744117737 0.90604567527771 -0.0920785665512085 0.8865264058113098 -0.42315787076950073 -0.18710534274578094 -0.20848971605300903 -0.004347868263721466 -0.9780149459838867,-4.568113803863525 9.105293273925781 93.29627990722656,0.1135196220362559
1,253,1,1.0,0.4124659299850464 0.9055009484291077 -0.09969919919967651 0.8862413763999939 -0.4241860806941986 -0.18612481653690338 -0.21082718670368195 -0.011587409302592278 -0.977454662322998,-4.78454065322876 9.292669296264648 93.82759857177734,0.1136956780042965
1,254,1,1.0,0.41989797353744507 0.8996483683586121 -0.11966004222631454 0.884246826171875 -0.4352341592311859 -0.16934806108474731 -0.20443382859230042 -0.034700099378824234 -0.9782651662826538,-5.137709140777588 9.268596649169922 93.21192932128906,0.11413734597736039
1,261,1,1.0,0.4376945197582245 0.876279354095459 -0.20139026641845703 0.8830685019493103 -0.46109580993652344 -0.08706703037023544 -0.16915524005889893 -0.13973262906074524 -0.9756338000297546,-10.207533836364746 11.254572868347168 90.2767105102539,0.113955417991383
1,262,1,1.0,0.4298778474330902 0.8763405084609985 -0.21733027696609497 0.8814646601676941 -0.4594617784023285 -0.10915566980838776 -0.19551247358322144 -0.14464536309242249 -0.9699755907058716,-10.185600280761719 11.342856407165527 90.93170928955078,0.11308393600629643
1,263,1,1.0,0.43751266598701477 0.877959668636322 -0.19434410333633423 0.8774673342704773 -0.4640844166278839 -0.12114734202623367 -0.1965545266866684 -0.11752711981534958 -0.9734237194061279,-9.922348976135254 11.0935640335083 90.22911071777344,0.11343063698732295
1,264,1,1.0,0.4208768606185913 0.8859268426895142 -0.19492608308792114 0.887365996837616 -0.44669270515441895 -0.11422407627105713 -0.18826624751091003 -0.12489651888608932 -0.9741441011428833,-9.103520393371582 10.8490629196167 92.13676452636719,0.11456897502066568
1,265,1,1.0,0.42212730646133423 0.8898719549179077 -0.17302145063877106 0.8865985870361328 -0.4450625777244568 -0.12594549357891083 -0.18908074498176575 -0.10023555159568787 -0.9768322110176086,-8.749521255493164 10.740030288696289 92.6976547241211,0.11415291498415173
1,266,1,1.0,0.41420021653175354 0.8962644338607788 -0.15858183801174164 0.8886414766311646 -0.4358944892883301 -0.14252105355262756 -0.19686150550842285 -0.08189014345407486 -0.9770053625106812,-7.556525230407715 10.299820899963379 93.69805145263672,0.11370758999837563
1,268,1,1.0,0.41316094994544983 0.9026094079017639 -0.12080750614404678 0.8892659544944763 -0.428474485874176 -0.1600489318370819 -0.19622460007667542 -0.04130403697490692 -0.9796886444091797,-6.5724897384643555 9.701275825500488 93.5959243774414,0.11364578600623645
1,269,1,1.0,0.41109591722488403 0.9055777788162231 -0.10454176366329193 0.8890007734298706 -0.42363572120666504 -0.17381134629249573 -0.20168733596801758 -0.02148457244038582 -0.9792142510414124,-6.529081344604492 9.682329177856445 93.82502746582031,0.11407475001178682
1,270,1,1.0,0.40985584259033203 0.9078313708305359 -0.08865924179553986 0.8893100023269653 -0.4193159341812134 -0.18248803913593292 -0.20284458994865417 -0.004051759839057922 -0.9792025685310364,-6.317211627960205 9.586688041687012 94.36929321289062,0.11502201400580817
1,271,1,1.0,0.4129031002521515 0.9093014597892761 -0.05178726091980934 0.8872191905975342 -0.41442152857780457 -0.20272384583950043 -0.20579883456230164 0.037758659571409225 -0.9778656363487244,-6.191446781158447 9.411924362182617 94.02420806884766,0.11349383496562951
1,272,1,1.0,0.4137881398200989 0.9097138047218323 -0.03464424982666969 0.8874796032905579 -0.41157081723213196 -0.20733894407749176 -0.20287767052650452 0.05504833161830902 -0.9776555299758911,-6.522267818450928 9.465217590332031 94.02352142333984,0.11408028102014214
1,273,1,1.0,0.4160858988761902 0.9090234637260437 -0.023428352549672127 0.8862079977989197 -0.4111458957195282 -0.21352848410606384 -0.2037348747253418 0.06808380037546158 -0.976655900478363,-6.798093318939209 9.548026084899902 94.07434844970703,0.11427038302063011
1,274,1,1.0,0.414092093706131 0.9098260998725891 -0.02727958932518959 0.8877038359642029 -0.4102874994277954 -0.20891638100147247 -0.20127004384994507 0.062294427305459976 -0.9775528907775879,-6.753801345825195 9.652202606201172 94.51871490478516,0.11507054301328026
1,275,1,1.0,0.41441845893859863 0.9099069833755493 -0.01807423308491707 0.8861657977104187 -0.40796971321105957 -0.2197064310312271 -0.20728613436222076 0.07503363490104675 -0.975398600101471,-6.330970287322998 9.707075119018555 95.5555419921875,0.11399939999100753
1,276,1,1.0,0.41486823558807373 0.9098650217056274 -0.005474819336086512 0.8867543935775757 -0.4056639075279236 -0.22159282863140106 -0.2038404941558838 0.08707700669765472 -0.9751238822937012,-5.883415222167969 9.45987319946289 95.88773345947266,0.11402907597366721
1,277,1,1.0,0.4170320928096771 0.9088905453681946 0.0015019342536106706 0.8822602033615112 -0.40441492199897766 -0.24096789956092834 -0.21840602159500122 0.10181644558906555 -0.9705319404602051,-4.783731460571289 9.216801643371582 99.26866149902344,0.11337104800040834
1,278,1,1.0,0.4121234714984894 0.9108999371528625 0.020385634154081345 0.883435845375061 -0.39402347803115845 -0.25354814529418945 -0.22292453050613403 0.12250253558158875 -0.9671080708503723,-2.9017739295959473 8.726886749267578 101.83918762207031,0.11418165801442229
1,279,1,1.0,0.4102305471897125 0.9114721417427063 0.030486922711133957 0.8823965787887573 -0.38825488090515137 -0.26577141880989075 -0.23040653765201569 0.13592910766601562 -0.9635539054870605,-2.100085735321045 8.013071060180664 101.62307739257812,0.11411202998133377
1,280,1,1.0,0.4109565019607544 0.9091454744338989 0.06759500503540039 0.8849486112594604 -0.3800046741962433 -0.2691883146762848 -0.21904495358467102 0.17044278979301453 -0.9607124924659729,-1.029976725578308 7.010819435119629 99.15680694580078,0.11408426798298024
1,281,1,1.0,0.41550305485725403 0.9057236909866333 0.08379603922367096 0.8769098520278931 -0.37439754605293274 -0.301422655582428 -0.24163256585597992 0.19872359931468964 -0.9498013854026794,-0.6409650444984436 6.672076225280762 98.02900695800781,0.11403184101218358
1,290,1,1.0,0.4038706421852112 0.914807915687561 -0.003884928533807397 0.8869316577911377 -0.3925973176956177 -0.24335062503814697 -0.22414426505565643 0.0948365107178688 -0.9699306488037109,0.7079843282699585 5.686400890350342 97.87799835205078,0.11389984600245953
1,291,1,1.0,0.4091807007789612 0.9122148752212524 -0.020856808871030807 0.8867909908294678 -0.402951717376709 -0.22634394466876984 -0.2148786038160324 0.0741199404001236 -0.973824143409729,-0.43456557393074036 6.3539814949035645 98.3844985961914,0.11367153399041854
1,292,1,1.0,0.40953654050827026 0.9116629958152771 -0.0339200533926487 0.8867784738540649 -0.4065392315387726 -0.21988613903522491 -0.21425186097621918 0.05997183173894882 -0.9749356508255005,-0.9083628058433533 6.695356845855713 98.61785888671875,0.11348927698563785
1,293,1,1.0,0.4114590585231781 0.910340428352356 -0.044517043977975845 0.8860231041908264 -0.41096436977386475 -0.2146424502134323 -0.21369262039661407 0.048873454332351685 -0.9756776690483093,-0.8068656921386719 6.557978630065918 98.08702850341797,0.11350670901592821
1,294,1,1.0,0.4032908082008362 0.9120139479637146 -0.07474718987941742 0.8895609974861145 -0.40989068150520325 -0.20167048275470734 -0.2145644873380661 0.01483966875821352 -0.976597011089325,1.0137271881103516 5.668496608734131 96.3089599609375,0.11417841200600379
1,295,1,1.0,0.4021833539009094 0.9114720225334167 -0.0864138975739479 0.8913620114326477 -0.4113619029521942 -0.19040751457214355 -0.20909848809242249 -0.0004473334411159158 -0.9778945446014404,1.0783979892730713 5.644062519073486 95.71067810058594,0.11351245900150389
1,296,1,1.0,0.4041404724121094 0.9082781672477722 -0.10817164182662964 0.8910554647445679 -0.4176454544067383 -0.1777426153421402 -0.20661714673042297 -0.024553947150707245 -0.9781136512756348,0.6619119048118591 5.841768741607666 95.42201232910156,0.11391257997602225
1,297,1,1.0,0.40541762113571167 0.9064615368843079 -0.1181691363453865 0.8903787136077881 -0.4208467900753021 -0.17353296279907227 -0.20703206956386566 -0.034861963242292404 -0.9777128100395203,0.29257166385650635 6.099642276763916 95.79578399658203,0.11392530201701448
1,298,1,1.0,0.4062959551811218 0.9025189280509949 -0.14277000725269318 0.8900938034057617 -0.4262368977069855 -0.16141600906848907 -0.20653484761714935 -0.06149602681398392 -0.9765047430992126,-0.6587315797805786 6.5240278244018555 96.44568634033203,0.11414605200989172
1,299,1,1.0,0.4112544059753418 0.8989076018333435 -0.15111248195171356 0.8879736065864563 -0.43252474069595337 -0.1562856286764145 -0.20584623515605927 -0.06991073489189148 -0.9760839343070984,-1.495313048362732 6.782865524291992 96.55662536621094,0.11404043700313196
1,300,1,1.0,0.4101889133453369 0.8971363306045532 -0.1639862209558487 0.889991283416748 -0.4330298900604248 -0.14283092319965363 -0.19914975762367249 -0.08735865354537964 -0.9760674834251404,-2.376883029937744 7.005951404571533 96.5999984741211,0.11353090297197924
1,301,1,1.0,0.41269198060035706 0.8949173092842102 -0.16973072290420532 0.8900736570358276 -0.43579742312431335 -0.13360202312469482 -0.19353096187114716 -0.0959363579750061 -0.9763923287391663,-3.2389121055603027 7.276111125946045 96.45710754394531,0.11449106098152698
1,302,1,1.0,0.41543930768966675 0.8897139430046082 -0.1892598420381546 0.8898715376853943 -0.4406460225582123 -0.11815137416124344 -0.1885175257921219 -0.1193322166800499 -0.9747927784919739,-4.162621974945068 7.485260009765625 96.2944107055664,0.1141620009962935
1,303,1,1.0,0.42446979880332947 0.8773251175880432 -0.22388817369937897 0.8868119120597839 -0.4527280330657959 -0.09274637699127197 -0.18272916972637177 -0.15917865931987762 -0.9701918363571167,-5.682852268218994 7.109642028808594 93.14700317382812,0.11372047502081842
1,304,1,1.0,0.4285682141780853 0.868960440158844 -0.2474612146615982 0.8878049254417419 -0.455859899520874 -0.06319873034954071 -0.1677248477935791 -0.19261232018470764 -0.9668344259262085,-7.794361114501953 7.559376239776611 92.38512420654297,0.11372032496146858
1,305,1,1.0,0.4330590069293976 0.8622103333473206 -0.2627793550491333 0.8856595754623413 -0.4612148702144623 -0.05373875051736832 -0.16753189265727997 -0.20946098864078522 -0.9633582234382629,-9.086592674255371 8.085685729980469 93.73818969726562,0.11392303899046965
1,306,1,1.0,0.435899943113327 0.857742965221405 -0.2725220322608948 0.8854202628135681 -0.4629822075366974 -0.04096952825784683 -0.1613141894340515 -0.22343793511390686 -0.9612768292427063,-10.133352279663086 8.42846965789795 95.19832611083984,0.1135245620040223
1,307,1,1.0,0.4406066834926605 0.8478347063064575 -0.29502934217453003 0.8819274306297302 -0.4701572358608246 -0.03400503471493721 -0.16754081845283508 -0.24521160125732422 -0.9548829197883606,-10.94811725616455 8.326200485229492 95.71405029296875,0.11349439597106539
1,308,1,1.0,0.4405330717563629 0.8462544679641724 -0.2996395528316498 0.8823768496513367 -0.4696423411369324 -0.029104292392730713 -0.16535307466983795 -0.2515735924243927 -0.9536083936691284,-10.875361442565918 8.156797409057617 95.67359924316406,0.11550440501887352
1,309,1,1.0,0.4406485855579376 0.8415898680686951 -0.3123384118080139 0.8819880485534668 -0.47066596150398254 -0.023887358605861664 -0.16711044311523438 -0.26495277881622314 -0.9496704936027527,-11.002216339111328 7.877399921417236 95.5005111694336,0.11462895600707271
1,310,1,1.0,0.4408184587955475 0.8398552536964417 -0.31673672795295715 0.8829145431518555 -0.4692767262458801 -0.015531882643699646 -0.16168169677257538 -0.27280473709106445 -0.9483863711357117,-11.03537368774414 7.794361114501953 95.64110565185547,0.11361555000767112
1,311,1,1.0,0.4414418339729309 0.8339817523956299 -0.33106428384780884 0.8815129995346069 -0.47196629643440247 -0.013515720143914223 -0.1675230711698532 -0.28587105870246887 -0.9435113668441772,-11.346214294433594 7.7447428703308105 95.58538818359375,0.11329982600873337
1,312,1,1.0,0.44065913558006287 0.8339303135871887 -0.3322346806526184 0.8817190527915955 -0.4715617001056671 -0.01418276783078909 -0.16849657893180847 -0.28668785095214844 -0.9430901408195496,-11.63395881652832 7.740695476531982 95.67322540283203,0.11366697502089665
1,313,1,1.0,0.4430491626262665 0.8347756862640381 -0.32689014077186584 0.8811982274055481 -0.47258180379867554 -0.012498495168983936 -0.1649157553911209 -0.28251758217811584 -0.9449797868728638,-11.828837394714355 7.755649089813232 95.59140014648438,0.11468803500756622
1,314,1,1.0,0.43913590908050537 0.839128315448761 -0.3209724426269531 0.8827551603317261 -0.4694281816482544 -0.019506335258483887 -0.1670418232679367 -0.2747741639614105 -0.9468876123428345,-11.569204330444336 7.510340690612793 95.63651275634766,0.1132250169699546
1,315,1,1.0,0.4391011893749237 0.840469241142273 -0.3174927532672882 0.882712185382843 -0.4694078266620636 -0.021804627031087875 -0.16735969483852386 -0.2706802785396576 -0.9480100274085999,-11.398239135742188 7.4082818031311035 95.97380828857422,0.11366025302559138
1,316,1,1.0,0.4364297688007355 0.8447707891464233 -0.30966323614120483 0.8848031163215637 -0.4654141068458557 -0.022649802267551422 -0.16325552761554718 -0.26410597562789917 -0.9505764842033386,-11.223358154296875 7.333268165588379 96.11485290527344,0.11438288998906501
1,317,1,1.0,0.4368287920951843 0.8463769555091858 -0.30467480421066284 0.8848960399627686 -0.465192049741745 -0.02356523461639881 -0.16167734563350677 -0.2593115270137787 -0.952164888381958,-11.10297966003418 7.249488353729248 96.57487487792969,0.11365240800078028
1,318,1,1.0,0.4359419047832489 0.8495854735374451 -0.2969161570072174 0.886257529258728 -0.4626431167125702 -0.022558841854333878 -0.15653188526630402 -0.25330984592437744 -0.9546370506286621,-10.992899894714355 7.1222381591796875 96.91789245605469,0.1140018450038042
1,319,1,1.0,0.4351377487182617 0.8507872819900513 -0.29464614391326904 0.8866280913352966 -0.4618496298789978 -0.02419985458254814 -0.15667113661766052 -0.25071126222610474 -0.9553000330924988,-10.525362968444824 6.839506149291992 97.0365982055664,0.11342702101101168
1,320,1,1.0,0.434261292219162 0.8519411683082581 -0.29259800910949707 0.8869871497154236 -0.4610607326030731 -0.026016537100076675 -0.15707001090049744 -0.24823270738124847 -0.9558815956115723,-9.790573120117188 6.377121925354004 97.7099838256836,0.11382214200566523
1,321,1,1.0,0.4336532652378082 0.8537789583206177 -0.28810858726501465 0.886293351650238 -0.46183258295059204 -0.03456632420420647 -0.16256991028785706 -0.24035893380641937 -0.9569737315177917,-9.314834594726562 6.2690510749816895 97.70980072021484,0.11362699098535814
1,322,1,1.0,0.4367794990539551 0.8549466729164124 -0.2798033654689789 0.8848593831062317 -0.4643440842628479 -0.037529896944761276 -0.16201108694076538 -0.23119433224201202 -0.959323525428772,-9.410322189331055 6.564964771270752 97.91473388671875,0.11369818396051415
1,323,1,1.0,0.4379785358905792 0.8555223941802979 -0.27614524960517883 0.8843145370483398 -0.4652695655822754 -0.0388842411339283 -0.16174830496311188 -0.22716878354549408 -0.9603290557861328,-9.811907768249512 6.991660118103027 99.32234954833984,0.11515765499789268
1,324,1,1.0,0.43544477224349976 0.8584351539611816 -0.27106600999832153 0.8856344223022461 -0.4624852240085602 -0.041940778493881226 -0.1613674759864807 -0.2218024879693985 -0.9616466164588928,-10.19499397277832 7.391783237457275 100.98236846923828,0.11363411499187351
1,325,1,1.0,0.4385342597961426 0.8567457795143127 -0.27143022418022156 0.883673906326294 -0.4660824239253998 -0.04344705492258072 -0.16373193264007568 -0.22080276906490326 -0.9614770412445068,-12.069051742553711 8.424306869506836 101.55815124511719,0.11465616602217779
1,326,1,1.0,0.4432051181793213 0.8579028248786926 -0.2599465548992157 0.8811986446380615 -0.4701710343360901 -0.04927634447813034 -0.1644936203956604 -0.2072250247001648 -0.9643649458885193,-12.85269832611084 8.487954139709473 99.96382904052734,0.11390631799586118
