scene_id,im_id,obj_id,score,R,t,time
1,142,1,1.0,0.8933249711990356 0.3486214280128479 -0.283608078956604 0.1707838624715805 -0.8470664620399475 -0.5033003687858582 -0.4156961739063263 0.40117505192756653 -0.8162446022033691,4.1560468673706055 -6.321872711181641 65.68861389160156,0.11394174600136467
1,143,1,1.0,0.893664538860321 0.34884312748908997 -0.28226238489151 0.17137286067008972 -0.8466569185256958 -0.5037888884544373 -0.4147227108478546 0.40184614062309265 -0.8164096474647522,4.644643306732178 -6.409881114959717 66.13278198242188,0.1133862280054018
1,144,1,1.0,0.8940408229827881 0.35261115431785583 -0.27632665634155273 0.17564883828163147 -0.8433429002761841 -0.5078585147857666 -0.4121147096157074 0.4055097997188568 -0.8159186840057373,5.168754577636719 -5.691486835479736 66.86573791503906,0.11345979500911199
1,145,1,1.0,0.8958479762077332 0.3476010262966156 -0.2768210470676422 0.16870653629302979 -0.842378556728363 -0.5117971897125244 -0.41108936071395874 0.41179096698760986 -0.813285768032074,5.884647846221924 -2.9137988090515137 68.78866577148438,0.11314686497789808
1,146,1,1.0,0.897055983543396 0.34279975295066833 -0.27888867259025574 0.16751745343208313 -0.8477672934532166 -0.5032182931900024 -0.4089357256889343 0.4046962261199951 -0.8179196715354919,6.090585231781006 -1.5880002975463867 69.06600189208984,0.1137969090428669
1,147,1,1.0,0.8921162486076355 0.34436169266700745 -0.2924783229827881 0.16297677159309387 -0.8490473031997681 -0.5025506615638733 -0.4213871359825134 0.40066641569137573 -0.8135719299316406,6.404192924499512 -1.0004382133483887 69.48036193847656,0.11372224098304287
1,148,1,1.0,0.8933119773864746 0.3459208607673645 -0.286936491727829 0.1663632094860077 -0.8475927710533142 -0.5038946866989136 -0.417512983083725 0.4023994505405426 -0.814713180065155,6.380329608917236 -1.043684720993042 69.30029296875,0.11326397102093325
1,149,1,1.0,0.896237850189209 0.35028520226478577 -0.27213582396507263 0.17379941046237946 -0.8417612314224243 -0.5111083984375 -0.40810710191726685 0.41077762842178345 -0.8152977228164673,6.278820037841797 -1.6516587734222412 69.15591430664062,0.11315095301833936
1,150,1,1.0,0.8960646986961365 0.3528594374656677 -0.26936641335487366 0.1761370152235031 -0.839580774307251 -0.5138869285583496 -0.4074847400188446 0.4130305051803589 -0.8144703507423401,5.998138427734375 -2.605046272277832 69.06231689453125,0.11283838399103843
1,151,1,1.0,0.8882218599319458 0.3754419684410095 -0.2647738456726074 0.19047077000141144 -0.8254046440124512 -0.531439483165741 -0.41807031631469727 0.4216044247150421 -0.8046532273292542,5.519235134124756 -5.249937057495117 68.9439697265625,0.11321908901445568
1,152,1,1.0,0.8835796117782593 0.3872154951095581 -0.26334619522094727 0.1988050937652588 -0.8193517327308655 -0.5377165079116821 -0.42398539185523987 0.42276081442832947 -0.8009428977966309,5.5910725593566895 -6.854432582855225 68.9765625,0.11360243000090123
1,153,1,1.0,0.8819862604141235 0.39545875787734985 -0.25634461641311646 0.21156375110149384 -0.8182913064956665 -0.5344530344009399 -0.42111870646476746 0.4171469807624817 -0.805386483669281,5.418955326080322 -8.2066650390625 68.91171264648438,0.11312059600604699
1,154,1,1.0,0.8856488466262817 0.3954319655895233 -0.24343307316303253 0.21089740097522736 -0.8095849752426147 -0.5478087067604065 -0.41370081901550293 0.4338267743587494 -0.8004035949707031,5.294667720794678 -7.3106160163879395 69.452880859375,0.1132781790161971
1,155,1,1.0,0.886498749256134 0.39604052901268005 -0.23931558430194855 0.20586030185222626 -0.8007277250289917 -0.5625448226928711 -0.41441717743873596 0.44942963123321533 -0.791373074054718,6.1951823234558105 -6.198490142822266 70.6250228881836,0.1132969830010552
1,156,1,1.0,0.8886194825172424 0.38951167464256287 -0.24214909970760345 0.19745422899723053 -0.8014324307441711 -0.5645512342453003 -0.4139654040336609 0.4538578689098358 -0.7890790700912476,7.179057598114014 -4.900834560394287 70.91423797607422,0.11315831701504067
1,157,1,1.0,0.8902851343154907 0.3819321393966675 -0.24803262948989868 0.19487717747688293 -0.8117668032646179 -0.550506591796875 -0.41160085797309875 0.4417719542980194 -0.79713374376297,7.381543159484863 -3.18034029006958 69.83393859863281,0.1134729289857205
1,191,1,1.0,0.6327276229858398 0.7553350925445557 -0.17065976560115814 0.5809273719787598 -0.6087179780006409 -0.5403571724891663 -0.5120343565940857 0.24275799095630646 -0.8239474296569824,-7.725509166717529 22.743745803833008 93.1412353515625,0.11427450202754699
1,192,1,1.0,0.6546064019203186 0.7452782392501831 -0.12669174373149872 0.5880617499351501 -0.6073228120803833 -0.5341744422912598 -0.4750514328479767 0.2751714587211609 -0.8358270525932312,-9.916254997253418 25.293210983276367 93.4640121459961,0.1136292270035483
1,193,1,1.0,0.6479429006576538 0.749922513961792 -0.13336561620235443 0.5902401208877563 -0.6050115823745728 -0.5343945622444153 -0.48144224286079407 0.26753944158554077 -0.8346472382545471,-9.1082124710083 24.29910659790039 92.63895416259766,0.11315699398401194
1,194,1,1.0,0.6101760268211365 0.7761712074279785 -0.15888185799121857 0.6114488244056702 -0.5888742804527283 -0.528542697429657 -0.5038011074066162 0.22535596787929535 -0.8339059352874756,-7.812946319580078 19.750518798828125 93.2221908569336,0.11299145800294355
1,195,1,1.0,0.6111220717430115 0.7758281826972961 -0.15690872073173523 0.6092323660850525 -0.5875930786132812 -0.5325132012367249 -0.5053372383117676 0.22983668744564056 -0.831750750541687,-7.5340471267700195 18.661977767944336 92.96231842041016,0.11337532800971531
1,196,1,1.0,0.6096733808517456 0.7741444706916809 -0.17029042541980743 0.6062777638435364 -0.5938270688056946 -0.5289582014083862 -0.5106130838394165 0.219248428940773 -0.8313870429992676,-7.404913902282715 16.509429931640625 92.62312316894531,0.11405334399896674
1,197,1,1.0,0.6054909229278564 0.7758274674415588 -0.1774052083492279 0.6036341190338135 -0.5929667949676514 -0.5329317450523376 -0.518658459186554 0.2155974805355072 -0.8273519277572632,-7.183785438537598 14.777322769165039 92.38322448730469,0.11322221499867738
1,198,1,1.0,0.6050410866737366 0.7753587365150452 -0.18095345795154572 0.6052557229995728 -0.5955680012702942 -0.5281707048416138 -0.5172918438911438 0.2100418508052826 -0.829633355140686,-6.7394561767578125 13.467819213867188 92.4063491821289,0.11320038401172497
1,199,1,1.0,0.6059783697128296 0.775606632232666 -0.17670489847660065 0.6050060391426086 -0.5935916304588318 -0.5306756496429443 -0.5164860486984253 0.21467043459415436 -0.8289504051208496,-6.202608108520508 11.422012329101562 91.58676147460938,0.11304553798399866
1,200,1,1.0,0.6066846251487732 0.7770084738731384 -0.1679038405418396 0.6042525768280029 -0.5879935026168823 -0.5377196669578552 -0.5165390968322754 0.22476992011070251 -0.8262360095977783,-5.71111536026001 10.004463195800781 91.59386444091797,0.11268092199461535
1,201,1,1.0,0.6034145355224609 0.7798900604248047 -0.16631992161273956 0.6089916825294495 -0.5853383541107178 -0.5352644324302673 -0.5148008465766907 0.22169892489910126 -0.828148365020752,-4.979483127593994 7.4755988121032715 91.33057403564453,0.11308612202410587
1,202,1,1.0,0.5991775393486023 0.7841366529464722 -0.16160361468791962 0.612938642501831 -0.5791353583335876 -0.537501871585846 -0.5150653123855591 0.22300595045089722 -0.8276327848434448,-4.1987199783325195 5.380153656005859 92.61408233642578,0.11429109400487505
1,203,1,1.0,0.5971959829330444 0.7889001369476318 -0.14489156007766724 0.615723192691803 -0.5666608214378357 -0.5475220680236816 -0.5140445828437805 0.2377648651599884 -0.8241516351699829,-3.1434857845306396 2.0945024490356445 94.57776641845703,0.11376050998806023
1,204,1,1.0,0.5948296189308167 0.7791492938995361 -0.1977471262216568 0.625211775302887 -0.6030463576316833 -0.4954242408275604 -0.5052602291107178 0.17105919122695923 -0.8458431959152222,-3.283701181411743 -2.938412666320801 93.29515838623047,0.11313584498711862
1,205,1,1.0,0.5955015420913696 0.7561664581298828 -0.2712753415107727 0.6241011023521423 -0.6480761170387268 -0.4364575743675232 -0.5058416128158569 0.0906078964471817 -0.8578546047210693,-3.8727521896362305 -4.774935722351074 92.05110931396484,0.11306933199521155
1,206,1,1.0,0.5946614146232605 0.7477616667747498 -0.29534777998924255 0.6278840899467468 -0.661381721496582 -0.410287469625473 -0.5021349191665649 0.058537960052490234 -0.8628057837486267,-4.166015148162842 -6.056032657623291 92.22913360595703,0.11362935797078536
1,207,1,1.0,0.5940142273902893 0.742204487323761 -0.31028956174850464 0.6308799982070923 -0.6691204309463501 -0.39277008175849915 -0.4991368055343628 0.03755554184317589 -0.8657090067863464,-4.177333831787109 -6.466841220855713 92.27361297607422,0.11394794796942734
1,208,1,1.0,0.5934396982192993 0.7414710521697998 -0.3131294846534729 0.6321520805358887 -0.6701806783676147 -0.38889801502227783 -0.4982098937034607 0.032842062413692474 -0.8664342761039734,-4.162893295288086 -6.573635101318359 92.28401184082031,0.11328281703172252
1,209,1,1.0,0.5947423577308655 0.7401019334793091 -0.3138960003852844 0.6337549686431885 -0.671866774559021 -0.3833402693271637 -0.49460718035697937 0.02905551716685295 -0.8686308264732361,-4.235532283782959 -6.689487457275391 92.41515350341797,0.11308408900513314
1,210,1,1.0,0.5923316478729248 0.7333341836929321 -0.33371278643608093 0.6377906799316406 -0.67986661195755 -0.36194542050361633 -0.49230706691741943 0.0015528303338214755 -0.8704202175140381,-4.0402326583862305 -6.676624298095703 92.70984649658203,0.11352719002170489
1,211,1,1.0,0.5915177464485168 0.7257366180419922 -0.3513018786907196 0.635761559009552 -0.6877842545509338 -0.35037124156951904 -0.49589723348617554 -0.016093425452709198 -0.868232011795044,-3.1676323413848877 -5.934957981109619 92.76571655273438,0.1130182370194234
1,212,1,1.0,0.5891910195350647 0.7224099040031433 -0.361908495426178 0.6385937929153442 -0.6907578706741333 -0.33919236063957214 -0.495027095079422 -0.031263433396816254 -0.8683149218559265,-3.000091314315796 -5.559842586517334 92.74579620361328,0.1129292719939258
1,213,1,1.0,0.5914289951324463 0.72145676612854 -0.3601553738117218 0.6358941793441772 -0.6919390559196472 -0.3418463468551636 -0.4958329498767853 -0.026842866092920303 -0.8680029511451721,-2.9314284324645996 -5.300540924072266 92.77510070800781,0.11365339299081825
1,214,1,1.0,0.5895850658416748 0.7215535640716553 -0.36297351121902466 0.6384669542312622 -0.6915894150733948 -0.33773356676101685 -0.49472156167030334 -0.03262392058968544 -0.8684388995170593,-2.841845989227295 -5.107062339782715 92.90509796142578,0.11428797701373697
1,215,1,1.0,0.5874157547950745 0.7203392386436462 -0.36885514855384827 0.6393265724182129 -0.6924970149993896 -0.3342295289039612 -0.496189683675766 -0.03948722407221794 -0.8673157095909119,-2.7432827949523926 -4.98935604095459 92.9832763671875,0.11327302903519013
1,216,1,1.0,0.58658367395401 0.7163971662521362 -0.37774965167045593 0.6380507349967957 -0.6960474252700806 -0.32925570011138916 -0.49880945682525635 -0.047887422144412994 -0.8653877377510071,-2.732938051223755 -4.304166316986084 93.28632354736328,0.11304486600565725
1,217,1,1.0,0.5868998765945435 0.7135975360870361 -0.382527232170105 0.6388412117958069 -0.6983943581581116 -0.32268744707107544 -0.49742382764816284 -0.05498895049095154 -0.8657630681991577,-2.884868621826172 -3.7823078632354736 93.36634826660156,0.11272012499975972
1,218,1,1.0,0.5849023461341858 0.7156919836997986 -0.38167303800582886 0.6396327614784241 -0.6963465809822083 -0.3255324363708496 -0.4987576901912689 -0.05372588708996773 -0.8650747537612915,-3.280817747116089 -3.298628330230713 93.6950454711914,0.11306554401526228
1,219,1,1.0,0.580513596534729 0.71092289686203 -0.3969792127609253 0.650670051574707 -0.6981287598609924 -0.2987384498119354 -0.4895226061344147 -0.08488074690103531 -0.867849588394165,-6.501351356506348 -2.4523370265960693 94.25804901123047,0.11401003301725723
1,220,1,1.0,0.5646979212760925 0.7059800028800964 -0.4274440407752991 0.6659789085388184 -0.6956990957260132 -0.2692113518714905 -0.48743027448654175 -0.1326456367969513 -0.8630276918411255,-7.619582653045654 0.3735008239746094 94.3084487915039,0.11352740000584163
1,221,1,1.0,0.5684074759483337 0.705803394317627 -0.42279359698295593 0.6676112413406372 -0.6960000991821289 -0.2643466591835022 -0.48084118962287903 -0.13200512528419495 -0.8668138980865479,-7.8875579833984375 0.8726464509963989 94.36038208007812,0.11378174001001753
1,222,1,1.0,0.5594683885574341 0.7051413655281067 -0.4356268048286438 0.6671596169471741 -0.6949833035469055 -0.2681347727775574 -0.49182626605033875 -0.140619695186615 -0.8592631220817566,-8.539620399475098 1.305452823638916 93.94340515136719,0.11479013697826304
1,225,1,1.0,0.5518425107002258 0.7000901103019714 -0.45314857363700867 0.6739796996116638 -0.6944162845611572 -0.2520659565925598 -0.4911426603794098 -0.16631223261356354 -0.855055034160614,-10.88501262664795 0.7633991241455078 93.74185943603516,0.11296295499196277
1,226,1,1.0,0.5394642353057861 0.6972988247871399 -0.471966952085495 0.6885344982147217 -0.6879611015319824 -0.22941161692142487 -0.4846632778644562 -0.20120617747306824 -0.8512447476387024,-12.39835262298584 -0.1557123363018036 93.54267883300781,0.11266075600869954
1,227,1,1.0,0.5352417230606079 0.693623960018158 -0.4820810854434967 0.6937844157218933 -0.6865473985671997 -0.21752214431762695 -0.4818499982357025 -0.21803344786167145 -0.8486943244934082,-12.917657852172852 -0.1587233692407608 93.38235473632812,0.11384946701000445
1,228,1,1.0,0.5255012512207031 0.6794443130493164 -0.512058436870575 0.7150996327400208 -0.6788191795349121 -0.16684450209140778 -0.4609566330909729 -0.27849581837654114 -0.8425906300544739,-14.127861976623535 0.6302332878112793 92.53265380859375,0.11388784701703117
1,230,1,1.0,0.4700872004032135 0.7170120477676392 -0.5146958231925964 0.7577775120735168 -0.6268596053123474 -0.1811639964580536 -0.45253875851631165 -0.30486202239990234 -0.8380142450332642,-16.94814682006836 -0.5561270713806152 91.07210540771484,0.11339206899865531
1,231,1,1.0,0.4659934341907501 0.7254039645195007 -0.5065959095954895 0.757712721824646 -0.622821569442749 -0.19484570622444153 -0.4568606913089752 -0.2930573523044586 -0.8398784399032593,-16.49396514892578 -0.014645642600953579 90.9850845336914,0.11310595002723858
1,232,1,1.0,0.46549510955810547 0.7327893376350403 -0.4963206350803375 0.7595862150192261 -0.618597149848938 -0.20091387629508972 -0.4542500376701355 -0.2834738790988922 -0.8445706367492676,-16.247156143188477 0.25866076350212097 91.29180908203125,0.11329819500097074
1,233,1,1.0,0.467312216758728 0.7376382350921631 -0.4873490035533905 0.7606756091117859 -0.6163918375968933 -0.20355281233787537 -0.4505462646484375 -0.27559182047843933 -0.8491508960723877,-16.22039031982422 0.26551297307014465 91.31869506835938,0.11376954899751582
1,234,1,1.0,0.4644729197025299 0.7473260164260864 -0.47515127062797546 0.7639907598495483 -0.6094809174537659 -0.2117808312177658 -0.44786494970321655 -0.2646447420120239 -0.8540375828742981,-15.790255546569824 0.13370922207832336 91.47100067138672,0.1135521859920118
1,235,1,1.0,0.4637134075164795 0.7513691782951355 -0.46948280930519104 0.764054000377655 -0.6074057221412659 -0.21743910014629364 -0.44854360818862915 -0.2578807473182678 -0.8557487726211548,-15.274324417114258 -0.14055441319942474 91.21475982666016,0.11479670900152997
1,236,1,1.0,0.4612899720668793 0.7539985775947571 -0.4676511883735657 0.7651842832565308 -0.6048813462257385 -0.2204803079366684 -0.4491153359413147 -0.2561339735984802 -0.8559735417366028,-14.98946762084961 -0.4264228045940399 91.27984619140625,0.11357652997830883
1,237,1,1.0,0.46312594413757324 0.7546790242195129 -0.4647299349308014 0.7643734812736511 -0.6055115461349487 -0.22156032919883728 -0.4486062526702881 -0.25261691212654114 -0.8572847247123718,-14.303016662597656 -0.837112545967102 91.50501251220703,0.11316682199831121
1,238,1,1.0,0.4637034237384796 0.7555391788482666 -0.46275225281715393 0.7634624242782593 -0.6057626008987427 -0.22400151193141937 -0.44955989718437195 -0.24942369759082794 -0.8577200770378113,-13.898996353149414 -1.0369504690170288 91.4017562866211,0.11297148101730273
1,239,1,1.0,0.46216070652008057 0.7591289281845093 -0.45840007066726685 0.765347957611084 -0.6025501489639282 -0.22622054815292358 -0.4479396343231201 -0.24628528952598572 -0.8594728708267212,-13.519694328308105 -1.250240683555603 91.37157440185547,0.11343680097488687
1,240,1,1.0,0.4606100916862488 0.76606684923172 -0.44830772280693054 0.7645532488822937 -0.5989982485771179 -0.23803240060806274 -0.45088422298431396 -0.23311498761177063 -0.8616036176681519,-13.047024726867676 -1.4762097597122192 91.18812561035156,0.11402729499386624
1,241,1,1.0,0.4610389173030853 0.768024206161499 -0.4445018172264099 0.7626189589500427 -0.5990417003631592 -0.24405188858509064 -0.4537128806114197 -0.22646808624267578 -0.8618913292884827,-12.868008613586426 -1.473874568939209 91.3308334350586,0.11330534799490125
1,242,1,1.0,0.46177443861961365 0.7750623822212219 -0.4313264787197113 0.7660914659500122 -0.5935941934585571 -0.2464747577905655 -0.4470662474632263 -0.21661978960037231 -0.867875337600708,-12.611678123474121 -1.226514458656311 91.521484375,0.1132679500093218
1,243,1,1.0,0.4618082344532013 0.7953630685806274 -0.3925947844982147 0.7628023624420166 -0.5819989442825317 -0.2817972004413605 -0.45262083411216736 -0.1693359911441803 -0.8754768371582031,-10.800765037536621 -0.458846777677536 91.85457611083984,0.11353239896707237
1,244,1,1.0,0.4590798020362854 0.8067086338996887 -0.3721114695072174 0.7611995935440063 -0.5731492638587952 -0.3034389317035675 -0.45806220173835754 -0.14394840598106384 -0.8771874904632568,-7.883368015289307 0.8224247097969055 91.96192169189453,0.11315401899046265
1,245,1,1.0,0.4602825343608856 0.8103418946266174 -0.3626101016998291 0.7571598887443542 -0.5715818405151367 -0.3162328004837036 -0.46351802349090576 -0.12899738550186157 -0.876647412776947,-6.792909145355225 1.4933606386184692 92.2536392211914,0.11300112498574891
1,246,1,1.0,0.4668215215206146 0.8105385899543762 -0.3537016212940216 0.7501457333564758 -0.5747469067573547 -0.3270280361175537 -0.46835771203041077 -0.11266401410102844 -0.8763263821601868,-6.209334373474121 2.460447311401367 92.33984375,0.11336853599059396
1,247,1,1.0,0.47919952869415283 0.8032763600349426 -0.3537158668041229 0.7397240400314331 -0.5865281820297241 -0.3298376798629761 -0.47241511940956116 -0.10359406471252441 -0.875266969203949,-6.055891990661621 3.722088098526001 92.78178405761719,0.11373359098215588
1,248,1,1.0,0.4917937219142914 0.7965720295906067 -0.35158491134643555 0.7277500629425049 -0.5977345108985901 -0.336293488740921 -0.47803643345832825 -0.09047889709472656 -0.8736674189567566,-6.6783905029296875 5.541261672973633 93.47718811035156,0.1135821309813764
1,249,1,1.0,0.505240797996521 0.7930214405059814 -0.34036558866500854 0.7223146557807922 -0.6044263243675232 -0.3360511064529419 -0.47222164273262024 -0.0760643407702446 -0.8781918287277222,-8.718234062194824 6.7906317710876465 93.82161712646484,0.11299414297682234
1,250,1,1.0,0.5143294334411621 0.7848917245864868 -0.3455578088760376 0.70984947681427 -0.6157364845275879 -0.34202682971954346 -0.4812265932559967 -0.06937956064939499 -0.8738462924957275,-10.93089485168457 7.379679203033447 93.90546417236328,0.11297222098219209
1,251,1,1.0,0.5363449454307556 0.7667014002799988 -0.3528498113155365 0.6900590062141418 -0.6390721201896667 -0.33971351385116577 -0.4859553277492523 -0.06128357723355293 -0.8718323707580566,-11.974369049072266 8.741236686706543 94.12417602539062,0.11380395196611062
1,252,1,1.0,0.5511807799339294 0.7589598894119263 -0.3466692268848419 0.6734020709991455 -0.6499512195587158 -0.35226839780807495 -0.49267569184303284 -0.03928421065211296 -0.8693258166313171,-12.727309226989746 9.188973426818848 94.43407440185547,0.11370224499260076
1,253,1,1.0,0.5754633545875549 0.7509972453117371 -0.32379797101020813 0.652826726436615 -0.6603015661239624 -0.37123996019363403 -0.49260446429252625 0.002251015743240714 -0.8702504634857178,-11.2470703125 10.909157752990723 95.19688415527344,0.11317684003151954
1,254,1,1.0,0.6165856122970581 0.7283809781074524 -0.29880306124687195 0.6050516963005066 -0.6812399625778198 -0.4120978116989136 -0.5037208199501038 0.07330228388309479 -0.8607509136199951,-2.439652919769287 11.630387306213379 94.55171203613281,0.11295927798491903
1,255,1,1.0,0.6241427659988403 0.724048376083374 -0.29359766840934753 0.5985332727432251 -0.6846264600753784 -0.4159860610961914 -0.5021988153457642 0.08390672504901886 -0.8606718182563782,-1.7880783081054688 11.366303443908691 94.05120086669922,0.11325214101234451
1,256,1,1.0,0.6733844876289368 0.6864162683486938 -0.27456530928611755 0.545181393623352 -0.7119041681289673 -0.44268473982810974 -0.49933016300201416 0.1484091579914093 -0.8536065816879272,4.60211706161499 10.889130592346191 94.26854705810547,0.11308939798036591
1,257,1,1.0,0.6839972734451294 0.6739130616188049 -0.27926501631736755 0.5321422815322876 -0.7228043079376221 -0.4408837854862213 -0.4989713430404663 0.152954563498497 -0.8530137538909912,5.473825454711914 10.429932594299316 94.1566390991211,0.1135571440041531
1,258,1,1.0,0.6899316310882568 0.6627557277679443 -0.29111725091934204 0.5176356434822083 -0.7328338027000427 -0.4415971636772156 -0.5060115456581116 0.15397916734218597 -0.8486711382865906,5.591358661651611 9.2027587890625 92.84632873535156,0.11323066098848358
1,259,1,1.0,0.6943459510803223 0.65913987159729 -0.2888224720954895 0.512202799320221 -0.7345677614212036 -0.44503775238990784 -0.5055017471313477 0.1610744744539261 -0.8476574420928955,5.632987022399902 8.347005844116211 91.91178131103516,0.11361306899343618
1,260,1,1.0,0.7040742039680481 0.6470159292221069 -0.2926601469516754 0.49518272280693054 -0.7427248954772949 -0.45072585344314575 -0.5089927911758423 0.17242418229579926 -0.8433244228363037,6.841784477233887 6.97172212600708 91.61334991455078,0.11294038296327927
1,261,1,1.0,0.7046239972114563 0.6443852186203003 -0.2971072793006897 0.49062541127204895 -0.744927704334259 -0.4520723819732666 -0.5126322507858276 0.17277266085147858 -0.841045618057251,7.490923881530762 6.361271381378174 91.6034927368164,0.11282793495920487
1,262,1,1.0,0.7088896632194519 0.6347905397415161 -0.3074353039264679 0.4762569069862366 -0.7523096203804016 -0.4552028775215149 -0.5202450156211853 0.17627042531967163 -0.8356278538703918,8.908984184265137 5.269497871398926 91.800537109375,0.11355336801498198
1,263,1,1.0,0.7129228115081787 0.6283683180809021 -0.31127849221229553 0.46892619132995605 -0.7572413682937622 -0.45463573932647705 -0.5213916301727295 0.17815354466438293 -0.8345130085945129,9.638894081115723 4.6417975425720215 92.05479431152344,0.11405460599926301
